Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,brand,name,defaultimage,baseprice,shoetype,usagetype
energy-burst,Energy Burst,<p>Skechers Energy Burst. Category: Running.</p>,Skechers,running_shoe,"running_shoe, sport, skechers",TRUE,Color,Black,Size,US 8,SKECHERS-ENERGYBURS-BLACK-US8,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Energy Burst,FALSE,Energy Burst | Skechers,Buy Energy Burst by Skechers. Type: running_shoe. Usage: sport.,active,Skechers,Energy Burst,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1610000,running_shoe,sport
flyknit-trainer,Flyknit Trainer,<p>Nike Flyknit Trainer. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Black/White,Size,US 10,NIKE-FLYKNITTRA-BLACK/-US10,500,shopify,100,deny,manual,3450000,4140000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Flyknit Trainer,FALSE,Flyknit Trainer | Nike,Buy Flyknit Trainer by Nike. Type: running_shoe. Usage: sport.,active,Nike,Flyknit Trainer,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3450000,running_shoe,sport
ultraboost-40,Ultraboost 4.0,<p>Adidas Ultraboost 4.0. Category: Running.</p>,Adidas,running_shoe,"running_shoe, sport, adidas",TRUE,Color,Blue,Size,US 7,ADIDAS-ULTRABOOST-BLUE-US7,500,shopify,100,deny,manual,4140000,4968000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Ultraboost 4.0,FALSE,Ultraboost 4.0 | Adidas,Buy Ultraboost 4.0 by Adidas. Type: running_shoe. Usage: sport.,active,Adidas,Ultraboost 4.0,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,4140000,running_shoe,sport
floatride-energy,Floatride Energy,<p>Reebok Floatride Energy. Category: Running.</p>,Reebok,running_shoe,"running_shoe, sport, reebok",TRUE,Color,Grey,Size,US 10.5,REEBOK-FLOATRIDEE-GREY-US10,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Floatride Energy,FALSE,Floatride Energy | Reebok,Buy Floatride Energy by Reebok. Type: running_shoe. Usage: sport.,active,Reebok,Floatride Energy,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,2300000,running_shoe,sport
chuck-70-high,Chuck 70 High,<p>Converse Chuck 70 High. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Pink,Size,US 9,CONVERSE-CHUCK70HIG-PINK-US9,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Chuck 70 High,FALSE,Chuck 70 High | Converse,Buy Chuck 70 High by Converse. Type: sneaker. Usage: casual.,active,Converse,Chuck 70 High,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1955000,sneaker,casual
clyde-all-pro,Clyde All-Pro,<p>Puma Clyde All-Pro. Category: Basketball.</p>,Puma,basketball_shoe,"basketball_shoe, sport, puma",TRUE,Color,White,Size,US 9,PUMA-CLYDEALL-P-WHITE-US9,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Clyde All-Pro,FALSE,Clyde All-Pro | Puma,Buy Clyde All-Pro by Puma. Type: basketball_shoe. Usage: sport.,active,Puma,Clyde All-Pro,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2990000,basketball_shoe,sport
era,Era,<p>Vans Era. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Black,Size,US 8.5,VANS-ERA-BLACK-US8.,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Era,FALSE,Era | Vans,Buy Era by Vans. Type: sneaker. Usage: casual.,active,Vans,Era,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1150000,sneaker,casual
fresh-foam-beacon-v3,Fresh Foam Beacon v3,<p>New Balance Fresh Foam Beacon v3. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Blue,Size,US 12,NEWBALAN-FRESHFOAMB-BLUE-US12,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Fresh Foam Beacon v3,FALSE,Fresh Foam Beacon v3 | New Balance,Buy Fresh Foam Beacon v3 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam Beacon v3,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2760000,running_shoe,sport
gel-kayano-27,Gel-Kayano 27,<p>Asics Gel-Kayano 27. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black,Size,US 8.5,ASICS-GEL-KAYANO-BLACK-US8.,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Kayano 27,FALSE,Gel-Kayano 27 | Asics,Buy Gel-Kayano 27 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Kayano 27,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,3680000,running_shoe,sport
trailblazer,Trailblazer,<p>Fila Trailblazer. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,Black,Size,US 11,FILA-TRAILBLAZE-BLACK-US11,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Trailblazer,FALSE,Trailblazer | Fila,Buy Trailblazer by Fila. Type: sneaker. Usage: casual.,active,Fila,Trailblazer,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1725000,sneaker,casual
equalizer-40,Equalizer 4.0,<p>Skechers Equalizer 4.0. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Grey,Size,US 7,SKECHERS-EQUALIZER4-GREY-US7,500,shopify,100,deny,manual,1380000,1656000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Equalizer 4.0,FALSE,Equalizer 4.0 | Skechers,Buy Equalizer 4.0 by Skechers. Type: sneaker. Usage: casual.,active,Skechers,Equalizer 4.0,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1380000,sneaker,casual
blazer-mid-77,Blazer Mid '77,<p>Nike Blazer Mid '77. Category: Casual.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,White/Red/Navy,Size,US 9.5,NIKE-BLAZERMID'-WHITE/-US9.,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Blazer Mid '77,FALSE,Blazer Mid '77 | Nike,Buy Blazer Mid '77 by Nike. Type: sneaker. Usage: casual.,active,Nike,Blazer Mid '77,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2300000,sneaker,casual
superstar,Superstar,<p>Adidas Superstar. Category: Casual.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,White/Black,Size,US 7.5,ADIDAS-SUPERSTAR-WHITE/-US7.,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Superstar,FALSE,Superstar | Adidas,Buy Superstar by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Superstar,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1840000,sneaker,casual
zig-kinetica,Zig Kinetica,<p>Reebok Zig Kinetica. Category: Running.</p>,Reebok,running_shoe,"running_shoe, sport, reebok",TRUE,Color,White/Black,Size,US 11.5,REEBOK-ZIGKINETIC-WHITE/-US11,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Zig Kinetica,FALSE,Zig Kinetica | Reebok,Buy Zig Kinetica by Reebok. Type: running_shoe. Usage: sport.,active,Reebok,Zig Kinetica,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,2760000,running_shoe,sport
jack-purcell,Jack Purcell,<p>Converse Jack Purcell. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,White/Navy,Size,US 8.5,CONVERSE-JACKPURCEL-WHITE/-US8.,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Jack Purcell,FALSE,Jack Purcell | Converse,Buy Jack Purcell by Converse. Type: sneaker. Usage: casual.,active,Converse,Jack Purcell,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1610000,sneaker,casual
suede-classic,Suede Classic,<p>Puma Suede Classic. Category: Casual.</p>,Puma,sneaker,"sneaker, casual, puma",TRUE,Color,Pink,Size,US 8.5,PUMA-SUEDECLASS-PINK-US8.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Suede Classic,FALSE,Suede Classic | Puma,Buy Suede Classic by Puma. Type: sneaker. Usage: casual.,active,Puma,Suede Classic,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1495000,sneaker,casual
fresh-foam-more,Fresh Foam More,<p>New Balance Fresh Foam More. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Grey/Purple,Size,US 9,NEWBALAN-FRESHFOAMM-GREY/P-US9,500,shopify,100,deny,manual,3795000,4554000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Fresh Foam More,FALSE,Fresh Foam More | New Balance,Buy Fresh Foam More by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam More,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,3795000,running_shoe,sport
gel-kayano-27,Gel-Kayano 27,<p>Asics Gel-Kayano 27. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black/Green,Size,US 10.5,ASICS-GEL-KAYANO-BLACK/-US10,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Kayano 27,FALSE,Gel-Kayano 27 | Asics,Buy Gel-Kayano 27 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Kayano 27,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,3680000,running_shoe,sport
trailblazer,Trailblazer,<p>Fila Trailblazer. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,Cream,Size,US 7,FILA-TRAILBLAZE-CREAM-US7,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Trailblazer,FALSE,Trailblazer | Fila,Buy Trailblazer by Fila. Type: sneaker. Usage: casual.,active,Fila,Trailblazer,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1725000,sneaker,casual
dlites-fresh-start,D'Lites Fresh Start,<p>Skechers D'Lites Fresh Start. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,White/Black,Size,US 9.5,SKECHERS-D'LITESFRE-WHITE/-US9.,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,D'Lites Fresh Start,FALSE,D'Lites Fresh Start | Skechers,Buy D'Lites Fresh Start by Skechers. Type: sneaker. Usage: casual.,active,Skechers,D'Lites Fresh Start,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1610000,sneaker,casual
air-force-1,Air Force 1,<p>Nike Air Force 1. Category: Casual.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,White/Red,Size,US 8.5,NIKE-AIRFORCE1-WHITE/-US8.,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Air Force 1,FALSE,Air Force 1 | Nike,Buy Air Force 1 by Nike. Type: sneaker. Usage: casual.,active,Nike,Air Force 1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2070000,sneaker,casual
nmdr1,NMD_R1,<p>Adidas NMD_R1. Category: Casual.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Black/White,Size,US 9,ADIDAS-NMD_R1-BLACK/-US9,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,NMD_R1,FALSE,NMD_R1 | Adidas,Buy NMD_R1 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,NMD_R1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2990000,sneaker,casual
club-c-85-mu,Club C 85 MU,<p>Reebok Club C 85 MU. Category: Casual.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,White/Black,Size,US 11,REEBOK-CLUBC85MU-WHITE/-US11,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Club C 85 MU,FALSE,Club C 85 MU | Reebok,Buy Club C 85 MU by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Club C 85 MU,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1725000,sneaker,casual
chuck-70,Chuck 70,<p>Converse Chuck 70. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Cream,Size,US 8.5,CONVERSE-CHUCK70-CREAM-US8.,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Chuck 70,FALSE,Chuck 70 | Converse,Buy Chuck 70 by Converse. Type: sneaker. Usage: casual.,active,Converse,Chuck 70,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1955000,sneaker,casual
calibrate-runner,Calibrate Runner,<p>Puma Calibrate Runner. Category: Running.</p>,Puma,running_shoe,"running_shoe, sport, puma",TRUE,Color,Black/Blue,Size,US 8.5,PUMA-CALIBRATER-BLACK/-US8.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Calibrate Runner,FALSE,Calibrate Runner | Puma,Buy Calibrate Runner by Puma. Type: running_shoe. Usage: sport.,active,Puma,Calibrate Runner,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2760000,running_shoe,sport
era,Era,<p>Vans Era. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Pink/White,Size,US 7,VANS-ERA-PINK/W-US7,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Era,FALSE,Era | Vans,Buy Era by Vans. Type: sneaker. Usage: casual.,active,Vans,Era,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1150000,sneaker,casual
fuelcell-propel-v2,FuelCell Propel v2,<p>New Balance FuelCell Propel v2. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Blue/Green,Size,US 9,NEWBALAN-FUELCELLPR-BLUE/G-US9,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,FuelCell Propel v2,FALSE,FuelCell Propel v2 | New Balance,Buy FuelCell Propel v2 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,FuelCell Propel v2,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,2300000,running_shoe,sport
gel-cumulus-23,Gel-Cumulus 23,<p>Asics Gel-Cumulus 23. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Pink/White,Size,US 8.5,ASICS-GEL-CUMULU-PINK/W-US8.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Gel-Cumulus 23,FALSE,Gel-Cumulus 23 | Asics,Buy Gel-Cumulus 23 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Cumulus 23,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2760000,running_shoe,sport
mindblower,Mindblower,<p>Fila Mindblower. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White/Black,Size,US 10,FILA-MINDBLOWER-WHITE/-US10,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Mindblower,FALSE,Mindblower | Fila,Buy Mindblower by Fila. Type: sneaker. Usage: casual.,active,Fila,Mindblower,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1725000,sneaker,casual
nano-x1,Nano X1,<p>Reebok Nano X1. Category: Training.</p>,Reebok,training_shoe,"training_shoe, sport, reebok",TRUE,Color,Grey,Size,US 9.5,REEBOK-NANOX1-GREY-US9.,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Nano X1,FALSE,Nano X1 | Reebok,Buy Nano X1 by Reebok. Type: training_shoe. Usage: sport.,active,Reebok,Nano X1,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2990000,training_shoe,sport
all-star-hi,All Star Hi,<p>Converse All Star Hi. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Black,Size,US 7,CONVERSE-ALLSTARHI-BLACK-US7,500,shopify,100,deny,manual,1380000,1656000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,All Star Hi,FALSE,All Star Hi | Converse,Buy All Star Hi by Converse. Type: sneaker. Usage: casual.,active,Converse,All Star Hi,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1380000,sneaker,casual
calibrate-runner,Calibrate Runner,<p>Puma Calibrate Runner. Category: Running.</p>,Puma,running_shoe,"running_shoe, sport, puma",TRUE,Color,Blue,Size,US 10.5,PUMA-CALIBRATER-BLUE-US10,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Calibrate Runner,FALSE,Calibrate Runner | Puma,Buy Calibrate Runner by Puma. Type: running_shoe. Usage: sport.,active,Puma,Calibrate Runner,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2070000,running_shoe,sport
sk8-hi,Sk8-Hi,<p>Vans Sk8-Hi. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Red/White,Size,US 6,VANS-SK8-HI-RED/WH-US6,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Sk8-Hi,FALSE,Sk8-Hi | Vans,Buy Sk8-Hi by Vans. Type: sneaker. Usage: casual.,active,Vans,Sk8-Hi,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1610000,sneaker,casual
327,327,<p>New Balance 327. Category: Lifestyle.</p>,New Balance,sneaker,"sneaker, casual, new balance",TRUE,Color,Green,Size,US 8.5,NEWBALAN-327-GREEN-US8.,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,327,FALSE,327 | New Balance,Buy 327 by New Balance. Type: sneaker. Usage: casual.,active,New Balance,327,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2300000,sneaker,casual
gel-quantum-180,Gel-Quantum 180,<p>Asics Gel-Quantum 180. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Grey,Size,US 7.5,ASICS-GEL-QUANTU-GREY-US7.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Quantum 180,FALSE,Gel-Quantum 180 | Asics,Buy Gel-Quantum 180 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Quantum 180,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,2760000,running_shoe,sport
mindblower,Mindblower,<p>Fila Mindblower. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 9,FILA-MINDBLOWER-WHITE-US9,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Mindblower,FALSE,Mindblower | Fila,Buy Mindblower by Fila. Type: sneaker. Usage: casual.,active,Fila,Mindblower,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1610000,sneaker,casual
max-cushioning,Max Cushioning,<p>Skechers Max Cushioning. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Black,Size,US 9,SKECHERS-MAXCUSHION-BLACK-US9,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,Max Cushioning,FALSE,Max Cushioning | Skechers,Buy Max Cushioning by Skechers. Type: sneaker. Usage: casual.,active,Skechers,Max Cushioning,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1725000,sneaker,casual
react-infinity-run-flyknit,React Infinity Run Flyknit,<p>Nike React Infinity Run Flyknit. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Black,Size,US 12,NIKE-REACTINFIN-BLACK-US12,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,React Infinity Run Flyknit,FALSE,React Infinity Run Flyknit | Nike,Buy React Infinity Run Flyknit by Nike. Type: running_shoe. Usage: sport.,active,Nike,React Infinity Run Flyknit,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,3680000,running_shoe,sport
adilette-comfort,Adilette Comfort,<p>Adidas Adilette Comfort. Category: Slides.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Black,Size,US 6,ADIDAS-ADILETTECO-BLACK-US6,500,shopify,100,deny,manual,805000,966000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Adilette Comfort,FALSE,Adilette Comfort | Adidas,Buy Adilette Comfort by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Adilette Comfort,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,805000,sneaker,casual
classic-nylon,Classic Nylon,<p>Reebok Classic Nylon. Category: Casual.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,Grey,Size,US 10,REEBOK-CLASSICNYL-GREY-US10,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Classic Nylon,FALSE,Classic Nylon | Reebok,Buy Classic Nylon by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Classic Nylon,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1495000,sneaker,casual
chuck-70,Chuck 70,<p>Converse Chuck 70. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Cream,Size,US 8,CONVERSE-CHUCK70-CREAM-US8,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Chuck 70,FALSE,Chuck 70 | Converse,Buy Chuck 70 by Converse. Type: sneaker. Usage: casual.,active,Converse,Chuck 70,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1955000,sneaker,casual
